id,token_id,title,description,new_categories,category_count,primary_category
248,138,138 thoughts on minting,"my instinct while watching roaringkitty was:

""i wish i could mint this""

at some point in the future, it becomes a cultural artifact. proving you were there when kitty resurfaced will have social value and surely some financial upside.

the ability to mint anything (read: capturing some material from a moment in time) adds a new dimension to collecting—what is considered a basic human instinct.

instead of vinyl records, stamps, sneakers or baseball cards, imagine you can tell a richer story about yourself with moments.

because that's why we collect anything at all, isn't it? 

we want to evoke memories and tell a story, and ultimately use that to connect with others who share our interests and values.

maybe someday we'll get to a point where peeling off a small piece of a moment on the internet can become completely ubiquitous.",art,1,art
249,137,137 read attestation,"the blockchain is great for verifying successful transactions, but sometimes you just want to confirm the recipient saw the funds or media you sent to them.",,0,tools
250,136,136 tokenized agent,"if ai agents were tokenized, they could be ported and accompany you into any website or app to offer a helping hand.",agents|trading,2,trading
251,135,135 ui skins,"someday, you'll be able hold a UI token that transforms the look and feel of every app for only you.",gating,1,gating
252,134,134 psychographics,"psychographic personas are a massive and underrated design unlock.

i'll demonstrate why, using michael saylor and ansem as examples for a trading product:

users should be at the core of every design decision.

but how do you do that, exactly?

by creating fictional characters based on real data to tell compelling stories about user needs.

psychographics are a necessary ingredient for rich and actionable storytelling.

unlike demographics (like age, gender, and location), psychographics (personality, values, and interests) dive deeper into motivations and tendencies.

let’s use a really simple framework to create our personas—the Big Five personality traits:

1. openness: curiosity, imagination, and willingness to try new things.

2. conscientiousness: being organized, dependable, and self-disciplined.
3. extraversion: sociability, assertiveness, and tendency to seek stimulation.

4. agreeableness: being cooperative, compassionate, and trusting.

5. neuroticism: tendency to experience negative emotions like anxiety, depression, and mood swings.

now let's plot ansem and saylor along this framework.

(idk much about their personalities, so i'll make a guess)

for the sake of argument let's just say saylor is more conscientious and ansem is more open and extraverted.
because saylor is less open, we can assume he likes things that are familiar and straightforward.

the ui should look and feel like other financial tools he's used to, avoiding any experimental interface designs.
ansem would hate that.

being very open and extraverted, he loves new experiences and actively seeks out stimulation.

it would be worth investing in dynamic visuals, animations, and interactive elements to keep him engaged.

with low conscientiousness and moderate neuroticism, ansem tends to be impulsive and seeks instant gratification—so it's worth making real-time price action the focal point.

he'll also respond well to gamified features, so there's reason to prioritize ideating ways to gamify P/L.

impulsive tendencies can also often translate to a willingness to move fast and emotionally, which means we can assume any over the top security features will become a frustrating burden for him.

i'd probably prioritize mobile since he's most likely not using a hardware wallet.

whereas saylor's personality is more conservative, he'll go out of his way to use a hardware wallet.

he also requires more detailed and structured data because of his high conscientiousness.

he'll prefer high info density with sections and tabs to stay organized.

give him a web ui. he'll never use mobile for important actions.

he moves deliberately, reads whitepapers, and researches thoroughly so he'll appreciate an easy way to navigate technical data.

because he's not neurotic or agreeable, you can expect him to be skeptical and prefer clear, unemotional messaging in the ui.

saylor's low extraversion means he might have a hard time taking social features seriously.

but a product with forums, chat, and social proof will be much more sticky for someone with ansem's extraversion.

this exercise hopefully shows how vastly different a product might be when you prioritize one over the other.

there is certainly no way to appeal to both, and that's an incredible design constraint.

granted, this is an oversimplified example. but it hopefully demonstrates how a small amount of personality context can go a very long way in the design process.

these insights can be applied to the design strategy (how it should work) and also have tangible implications on the ui (how it should look).

there is no one way to present a persona. as long as it's based on real observations and, most importantly, prioritized, it will help you tell a story.

in the early stages of the design process (before testing and prototyping), stories are the ultimate measure of success for a design.

it's a shared reference across everyone working on a product, a guiding force and lens to evaluate a design.

it's the basis for decision-making.
while psychographics remain a debated tool (they can create unnecessary bias, be too ambiguous compared to other user-centered methods) they're my secret weapon for early stage ideation.

i recommend giving it a try. if you want more tips on how to get started, shoot me a dm.",agents|identity|messaging|trading,4,trading
253,133,133 find my friends,use onchain activity to get realtime tracking on what apps your friends are using,social,1,social
254,132,132 supply chain variances,"apparently, the fda allows +/- 20% variance on nutrition facts.

if the food supply chain is onchain, we'd be able to see the exact ingredient sources and have dynamic food labels.",,0,tools
255,131,131 fingerprint signer,smart wallet final form: signing transactions with your fingerprint.,,0,tools
256,130,130 documents,"i lost my ID and it's been a pain to get a physical replacement.

what would it take to make having a digital version of your documents (IDs, insurance cards, etc) secure, private and easily accessible across devices?

because, you know, wallets are for more than money.",privacy,1,privacy
257,129,129 proof of capture,an iteration of yesterday's concept: camera hardware with an embedded wallet for authentication.,,0,tools
258,128,128 point of capture,"the only way to truly verify the authenticity of a photo is to directly mint onchain at the point of capture.

embedding wallets into cameras can assure that a photo's metadata—including device, location, timestamps, etc.— is recorded onchain before it's edited or tampered with.",art|identity,2,art
259,127,127 tradable content,"it's crazy to see a-list celebrities try to monetize attention with memecoins.

at what point will the content in our feeds become tradable?",,0,tools
260,126,126 streamint,"if you could have a piece of all the content you consumed, over a long enough time horizon you would surely have some upside on things you discovered early.",,0,tools
261,125,125 streaming buffet,"hear me out:

endless shrimp bankrupted red lobster. crypto fixes this.

let's form a DAO, buy the company, drop a token, and replace all-you-can-eat shrimp with streaming token payments.

who's in?

(i think i'm officially out of ideas)",gating|payments,2,payments
262,124,124 programmable etf,"an eth etf is great and all, but just wait until spot investors learn about programmable money.",,0,tools
263,123,123 skip the line,"i know it's a cliche at this point, but using the chain to prove and reward true fans is still one of the most exciting use cases.",rewards,1,rewards
264,122,122 default connected ,"what if you never needed to press ""connect"" and you're default logged in to every app?

the browser already knows your primary.",wallet,1,wallet
265,121,121 recall,"microsoft recall is extremely creepy but it's honestly really well suited for my onchain activity.

it's impossible to find things i've minted more than a few days ago and would be nice to have a semantic search.",,0,tools
266,120,120 swap to utility,what if the swap/mint/trade confirmation screen directed you to the token's [enter utility]?,art|gating|trading,3,art
267,119,119 car wallet,"what would you do if you could connect your wallet to your car?

i'm not sure i nailed a good use case here, but it's a good thought experiment to consider:

+ how would you interact with other drivers?
+ what dapps could be useful?
+ what kind of streaming payments could be made?

etc.
",payments,1,payments
268,118,118 context,what if your transaction history could give you context on things you received?,,0,tools
269,117,117 swipe staking,"the stakes need to be higher to convert dating apps from entertainment to an actual way to meet people.

literally—you should have to stake funds in order to match and have it slashed if you don’t respond within 24 hours.",invest|social,2,invest
270,116,116 condom,"ok hear me out: sometimes i want to try a new wallet but i don't feel safe importing private keys.

what if i could generate a new, delegated wallet that can pull funds from my primary wallet and passes all mints back to my primary (non-imported) EOA wallet.",gating|privacy,2,gating
271,115,115 neighbor score,"i realized it too late but a better example of a neighbor score would have been on zillow, where you could see if you had any interests in common with your neighbors based on onchain history.

(anonymously, obv)",,0,tools
272,114,114 email opt-in,"what if we used zkproofs to opt-in to email lists without revealing our contact info?

this would allow brands to reach us (via some private messaging relayer) at whatever preferred communication method without worrying our info will be shared/leaked/sold to other spam marketers.",messaging|privacy,2,messaging
273,113,113 car mode,"a simplified swap interface with an amount slider and oversized buttons, designed for use while driving",trading,1,trading
274,112,112 node,what if running a node was beautiful?,,0,tools
275,111,111 block explorer filters,filter a block explorer feed for things,agents|social,2,agents
276,110,110 listening to,a block explorer that also shows your streaming activity,,0,tools
277,109,109 fedex oracle,what if fedex was the onchain oracle for peer-to-peer marketplaces?,,0,tools
278,108,108 POAP airdrop,partiful option to get the POAP airdropped when you arrive,rewards,1,rewards
279,107,107 tip the dev,we've seen tipping users. but what if you can tip the devs of an app or website you're enjoying?,,0,tools
280,106,106 sticky notes,"in a more interoperable internet, we'll be able to leave notes for our friends on any website in any browser.",social,1,social
281,105,105 gift tracker,one of the benefits of transparent blockchains that no one is talking about is being able to track when someone resells a gift,,0,tools
282,104,104 tap to tip,tap devices to trigger a degen tip,,0,tools
283,103,103 boomerang funds,"there are so many interesting consumer crypto apps worth trying and testing.

the problem is most of them require a balance to fully experience (i.e. to mint things, swap, etc).

what if you could load a wallet and have funds automatically returned after a trial period?",art|trading,2,art
284,102,102 magic payment method,"i'm absolutely blown away by @WilsonCusack and the smart wallet team's work with magic spend—transacting with your exchange balance without needing to transfer to your wallet.

i may be jumping the gun here, but if you can pull funds from an exchange at the point of transaction, couldn't you also technically pull funds from your bank or other fiat sources too?

(by bundling both the exchange onramp and onchain transfer)",payments,1,payments
285,101,101 credit card,"what if you never needed to load a wallet?

what if you could just connect a credit card and you would be charged based on the final settled amount?

this obviously shouldn't be the primary way to transact, but should be an option for those that don't want to tolerate the friction of onramping.",,0,tools
286,100,100 intersubjective membership,"eigen layer recently introduced the idea of an ""intersubjective work token.""

why are many excited about this? intersubjectivity has been a thing that smart contracts have had difficulty accounting for: an objective outcome that requires opinion and consensus. and this mechanism provides a way to make forking easier based on social consensus.

but why should anyone care? are there consumer use cases?

here's one: imagine a membership token where the group wants to revoke the membership for an individual.

they can vote to fork the token with an updated balance that excludes the exiled.",gating,1,gating
288,99,099 auto-claim rewards,your wallet recognizes when you regularly claim rewards and suggests a recurring transaction to check reward balances and claim on your behalf,rewards,1,rewards
289,98,098 phone a friend,request a quick trade with a friend when you encounter a swap in your wallet that can't be completed,trading,1,trading
290,97,097 resy attestations,"restaurant reservations in new york city are getting out of hand.

sure, you can tokenize the reservation and create an efficient secondary market. even cut in the restaurant on the resale.

but it would still be riddled with resellers. what if you could gate priority access for the most deserving customers?",gating|trading,2,trading
291,96,096 mint symbol (collect),"a follow on from yesterday's concept for a ""create onchain"" symbol.

i'm going to hard disagree with anyone proposing arrow alternatives.

what's more important than indicating the ""onchain"" aspect is the *creating* vs *collecting* distinction.

the visual relativity and directionality is what matters.

we use ""mint"" to describe both and it's confusing as fuck.",art|social,2,art
292,95,095 mint symbol (create),"EDIT: updating with arrow up based on feedback.

i'm by no means an expert icon designer, but we need a universal symbol for publishing content onchain.

whatever it ends up being needs to illustrate the concept of creation and authenticity, scale to small sizes, transcend cultures, and use clean and bold lines.",art,1,art
293,94,094 starter quests,showing quests when you create a new wallet so you have the option to earn rather than buy crypto.,payments,1,payments
294,93,093 hide transaction,"i don't know how we're going to get it done, but we need to make hiding embarrassing transactions happen",,0,tools
295,92,092 approvals,view all approvals in your wallet and set a recurring schedule to revoke all.,,0,tools
296,91,091 social block explorer,"the chain knows all, but it's too much work to get questions answered about someone's onchain presence.

there should be an LLM powered search engine on every decentralized profile.",agents|identity,2,agents
297,90,090 invite gating,token-gate who can invite you to group chats,gating,1,gating
298,89,089 refresh keys,"i know it's not possible, but i wish there were a way to rotate private keys the way we do passwords.

i want to maintain wallet longevity.

i'm less worried about losing assets and more worried about losing the years of reckless (but rich) onchain history with my hot wallet.",privacy,1,privacy
299,88,088 social proof swaps,see which farcaster friends are holding a token before you swap,gating|social|trading,3,trading
300,87,087 delegate trading,"the best part about trading memes is doing it with friends—making and losing money together, sharing laughs, etc.

but between checking group chats, doing due dilligence, copy and pasting addresses and triple checking that everything is correct, sometimes it's just too much work.

it would be great to just let my friends trade for me a bit when i'm tied up or experiencing swap fatigue.

sure, you can set up a party wallet and delegate trades to one or more people, but then that's yet another place where i'd have to navigate to and check balances.

i'd rather just hand over funds to a friend for a bit.",social|trading,2,trading
301,86,086 wallet tooltip,what if the wallet ui appeared next to the click instead of in a new browser window?,wallet,1,wallet
302,85,085 stepper,a stepper to both connect and submit the transaction without app switching.,,0,tools
303,84,084 single balance,normalize showing a single balance across all chains,,0,tools
304,83,083 chat roulette,chat roulette but set filters for holdings and onchain activity,messaging,1,messaging
305,82,082 memecoin marketplace,"a marketplace dedicated to memecoin trading, where you can see key pricing metrics alongside more qualitative attributes like active members and onchain memes associated with the token.",gating|privacy|trading,3,trading
306,81,081 channel pass,what if you could only gain a channel pass (ability to post in a farcaster channel) IRL?,gating,1,gating
307,80,080 swap courier,doordash courier that swaps your coins for cash,trading,1,trading
308,79,079 request,"the receive button in most wallets should be a request button.

usually receive means copying an address, and there are more efficient ways to retrieve that.

request should send a push notification to another user for a venmo-like payment request.

it can be done using something like xmtp (which coinbase wallet and a few others use) network level consent for preventing spam and filtering for trusted contacts.",payments|wallet,2,payments
309,78,078 reconnect,a connect button that remembers your previous wallet choice combinations,,0,tools
310,77,077 summarize thread,"i'm not even sure how useful this would be but i would love to have an LLM read the replies on casts with hundreds of them and give a summary.

this could help dodge spam and instantly understand the context and sentiment about a topic.",agents|messaging,2,agents
311,76,076 actions,press and hold to reveal cast actions,,0,tools
312,75,075 content,"onchain actions are content too.

warpcast can continue to differentiate itself from twitter once and for all by incorporating onchain activity into the feed.

obviously, you need to give the user control to opt in and out of surfacing wallet activity in the feed. but often times mints and trades are the most authentic forms of content.",social,1,social
313,74,074 high-effort replies (proposal),"using social proof and visual cues to increase high-effort replies:

research has found that simply seeing faces, even briefly, activates the part of our brain that recognizes friends, priming us to be more social and engaged.

seeing familiar faces within proximity of content in the feed of friends provides a powerful social motivation, incentivizing people to interact.

when users see their friends have interacted with a post, they perceive the content as more valuable and are more motivated to engage with intent.

once users are primed and motivated to engage, the interface should adapt and nudge the action. in this case, it could be as simple as presenting the input directly within the content (eliminating the extra click).

a study from NIH found that users were significantly more likely to provide a well-formed, substantive response to an open-ended question when presented with a prominent text input.

in short, pairing familiar faces (social proof) and prominent inputs can potentially improve users' motivation to engage with high-effort replies.",messaging|social,2,social
314,73,073 connect options,"when connecting to a wallet that has a wallet browser, i never get the option to connect without being pushed into the in-wallet browser.

i want the choice to only connect.",wallet,1,wallet
315,72,072 friend noti,get notified when your friend joins the chain,,0,tools
317,71,071 chat suggestions,telegram suggests group chats to join based on your onchain activity,messaging,1,messaging
329,70,070 downvote,take warps when someone casts something you don't like or disagree with,,0,tools
330,69,069 parental controls,"create an onchain allowance and limits for your kids.

memecoins aside, this applies to everyday purchases too.

it's the onchain equivalent of giving your child your credit card, which can give parents a lot more flexibility and control over spending.",,0,tools
333,68,067 tip the message,tip degen to a single message in the chat,messaging,1,messaging
334,67,066 generated bio,the chain knows you better than you do,,0,tools
337,66,065 shopping cart,interoperable shopping cart—build a cart across multiple websites and get discounts on your entire order,,0,tools
338,65,064 security alert,get notified when your seed phrase is entered in another wallet,privacy,1,privacy
339,64,063 allowance,would people treat you differently if they could see what your degen allowance was irl?,social,1,social
340,63,062 you might also like,get product recommendations based on the memecoin you're trading,trading,1,trading
341,62,061 tuner,tune your social feed using a text prompt,social,1,social
342,61,060 chat ticker,trade in the chat,messaging|trading,2,trading
343,60,059 incognito mode,Transact from a proxy wallet to avoid notifying onchain followers,social,1,social
344,59,058 interoperable chats,view any chat in any chat app,messaging,1,messaging
345,58,057 proof of focus,"Internet addiction is an equally beautiful and terrifying thing. 

On the one hand it’s a trait a lot of people in the crypto universe share and that common way of being in the world brings folks together across different backgrounds. On the other hand, being so hyperconnected can wreck your mental health and attention span so much that you can’t focus on anything other than doomscrolling.

So, what is the solution here? How do we stay online but reclaim some ability to concentrate on meaningful activities, whether that is work or play? I think the answer has more to do with sticks than carrots and that is what we’re trying to explore with Proof of Focus.

This concept works in several steps. 

First, select behaviors you want to avoid (and for a specific window of time). For example, checking TikTok on your phone over the next 3 hours. Second, stake ETH as collateral for the purity of your attention. Let’s say 0.1 ETH here because you have an important memo you need to write for work. Third, if you participate in any of the behaviors on your blacklist during the specified window, that staked ETH is slashed. Check TikTok? Say goodbye to the ETH.

What this offers people is a mechanism for putting digital skin in the game. Do you really want to concentrate? Then bet on yourself. When you’re tempted to break your workflow and go check social media a ‘Proof of Focus’ stake would create an actual cost to that interruption, and the hope is that would be enough to keep you (more) on task.",invest|social|trading,3,invest
346,57,056 component token,design everydays don't have much utility but what if they were component tokens that you can one-click add in your code editor.,gating,1,gating
347,56,055 meme editions,"updated 6/19/24:

life after memecoins. i have an idea, hear me out:

i think we can build an attention economy on top of open editions.

let me explain.

we formed markets around the variations of erc-721s, some metadata was valued more than others (i.e. hoodie punk is better than mohawk punk).

they were more expressive and created new status games on the internet, which made crypto fun because it pushed it into mainstream culture.

but the problem is the jpegs are far less liquid.

so we went back to trading attention around erc-20 tokens (aka coins). the coins could be bought and sold a lot faster and with less effort.

but what we gained in velocity and liquidity, we lost in social expression (the thing that arguably made nfts so fun).

so here we are on two extreme ends of the degen spectrum.

but what if there was something in the middle? pictures with high fungibility that can be traded like shitcoins but  also let you visually express your taste.

what’s the difference between trading $wif and trading a million erc-1155 pictures of dog wearing the hat?

i’ll tell you what the difference is. with 1155’s we can trade actual media like shitcoins.
 
boom. that’s it.
 
now instead of trading tickers, we can not only trade memes but we can trade ART, MUSIC, WRITTEN ESSAYS, PRODUCT ANNOUNCEMENTS or whatever the fuck else we’ve been minting as worthless open editions the last few years.
 
and we can trade them at the same velocity as highly fractionalized tokens that alsooooo have the visceral material that we can connect to emotionally (a fancy way of saying “jpegs” basically).

how fucking cool would that be?
 
why can’t we create market makers for a @jshorne essay, a @jackbutcher or @0xlght  art piece, an @rac or @imdanielallan track, a @ufo__club or @chaserchapman podcast episode, those creepy looking @farcaster_xyz protocol upgrades?
 
we should normalize minting onchain media with a supply in the bajillions so they have the liquidity of these lame coins we’re sloshing money around in.

the thing that’s missing is a user-friendly marketplace or AMM protocol, an idea i’ve explored before and honestly thought was really stupid until now… 🤔

it adds another substantial dimension to this attention economy that we're all trying to create generational wealth in.

that added dimension creates space for culture, all kinds of culture, especially the ones that transcend crypto twitter.

it opens up the market for all kinds of creative output.

and gives power to tastemakers, curators, and tribes and gives us the chance to relate to one another via ownership again.",art|identity|trading,3,art
348,55,054 used items,an iyk badge on ebay that tracks all the dirty places a chipped used item has been worn,identity,1,identity
349,54,053 friend reviews,someday you'll be able to port your social graph into any app and filter down reviews/recs from only friends.,agents|social,2,agents
350,53,052 data offer,own your data and get paid to share it,trading,1,trading
351,52,051 ad preferences,"future of advertising: ad networks are inevitable, but crypto unlocks more control over what you see across the entire web (not just a single platform)",,0,tools
352,51,050 bounties,future of work: bounties that find you.,,0,tools
353,50,049 multiplayer shop,a decentralized multi-player shopping cart where you can add items across different websites.,,0,tools
354,49,048 image source,if media publications sourced images from the chain,,0,tools
355,48,047 disappearing photo,using proto-danksharding (eip-4844) to mint photos onto temporary block space.,art,1,art
356,47,046 collect call,i know we don't do collect calls anymore but it would be interesting to think about how it would be implemented on the blockchain,,0,tools
358,46,045 pay gas from,rainbow option to select another wallet to pay gas from,payments,1,payments
359,45,044 last seen,"What if there was a single interface that showed what your friends have been up to onchain?

So and so was last seen in January getting liquidated trading $BONK perps.

That girl you met at ETHDenver was last seen minting 3 NFTs from a new photography collection.

0xngmi was last seen scanning his eyeballs in Worldcoin orb #14 for an airdrop.

And so on.

There is something so fun and social about being able to passively check in on people you know. We already do this by tracking the music our friends are listening to on Spotify, seeing the games folks are playing on Steam in real time, and even following location updates in Snapchat, but there is no intuitive way to do this for onchain activity.

At least, not yet.

—Ben Roy",art|rewards|social|trading,4,art
360,44,043 ringtone,ringtone nfts,,0,tools
361,43,042 double or nothing,Would you?,,0,tools
362,42,041 report content,option to request reward splits when someone uses your shit onchain,rewards,1,rewards
363,41,040 health meter (erc-404),"a playable fighter avatar as an erc-404, with tokenized units of health that are burned in-game and can be regenerated by purchasing on a decentralized marketplace.",identity,1,identity
364,40,039 book a flight,"purchase a flight with onchain points and verify multiple government-issued credentials across different chains in a single transaction.

all powered by @zksync.

--

the most interesting thing i learned after briefly working with @zksync is it's not just privacy tech.

it makes the data across different blockchains more interoperable and efficient.",identity|payments|privacy|rewards,4,payments
365,27,026 pinch to confirm,a more natural way to interact with the blockchain,,0,tools
366,2,002 instant checkout,"the most obvious future state of interactive content:

🤑 instant checkout

no more external checkout links. no more forms. user info and address at some point will be built in to our onchain identities.

and affiliate attribution is clear.",payments,1,payments
367,16,016 superbowl quests,creating an onchain quest seems like the only logical next step for temu after dominating the superbowl,,0,tools
368,15,015 medical records,"we can’t have AI healthcare without owning our health records.

and we can’t own our health records without private and secure blockchains.",agents|privacy,2,agents
369,39,038 penalize devs,penalize the devs when Warpcast goes down,,0,tools
370,14,014 erc-404,,,0,tools
371,13,013 onchain ctg,"crypto: the game didn't need to use crypto.

but here's why it should in the future:

so you know who your real friends are... everywhere you go.",social,1,social
372,1,001 shotgun mint,mint on multiple chains simultaneously,art,1,art
373,28,027 run-gating,run-gated mint of an edition from your favorite digital artist,art|gating,2,art
374,26,025 fractionalized profile,multiple owners for a single farcaster id,identity,1,identity
375,38,037 tipping,a new place for a classic interface,,0,tools
376,37,036 default wallet in tab,a browser option to select different wallets to default for different tabs,,0,tools
377,36,035 vitalik also bought,"the most important part of tokenizing physical products isn't proof of authenticity, it's proof of interest.

i just want to know what my friends like, and befriend the likeminded.",social,1,social
378,35,034 bank conversion,chase option to convert your bank account to a web3 wallet,,0,tools
379,34,033 interoperable algos,"if search engines were decentralized, you could swap out composable search algorithms like game cartridges.",trading,1,trading
380,33,032 fork spotify,if spotify was a protocol,,0,tools
381,32,031 rewards staking,a rewards program where you stake eth and earn free coffee and with the yield,invest|rewards,2,invest
382,31,030 airdrop radius,option to airdrop an nft to every wallet within a specified range,rewards,1,rewards
383,30,029 return pools,return on sudoswap—a liquidity pool for decentralized returns and chargebacks.,trading,1,trading
384,29,028 capture the flag,"capture the flag, an erc-721",,0,tools
385,12,012 airbnb network ownership,"what if airbnb created a network of properties that you could buy ownership in via a token?

it would have the same equity building benefits of homeownership while offering the flexibility of renting.",gating|payments,2,payments
386,11,011 ama frame,how would this work?,,0,tools
387,10,010 gated frame,token-gate frame interactivity and content reveals,gating,1,gating
388,9,009 dating.tech,"how about datingtech

it's friendtech meets omegle, except the chat is anon and only reveals if you buy the other person’s key.",messaging|payments|privacy,3,payments
389,8,008 vr treasure hunt,,,0,tools
390,7,007 physical art,what will we do with our physical art in the era of spatial computing?,art,1,art
391,6,006 imessage mints,imessage contact details shows you mints in common,,0,tools
392,5,005 calendar explorer,a calendar view that shows your onchain activity throughout the day,,0,tools
393,4,004 frame gestures,"
0xdesigner💩
@0xdesigner
·
1mo
frames are great, but i'm sure we can all agree that the accompanying buttons aren't pretty.

instead, how about native gestures?

+ press and hold
+ swipe
+ pinch

etc",,0,tools
394,25,024 tip settings,warpcast tip settings,,0,tools
395,22,021 bail outs,a proprietary yuga dashboard to track potential acquisitions,,0,tools
396,24,023 interoperable f/channels,"sufficiently decentralized social networks should scale beyond just more twitter clones.

you can build unique experiences around specific communities.

for instance, imagine if peloton created a separate leaderboard for active /fitness users.",social,1,social
397,23,022 translator,a twitter feature to translate colloquial language into corporate speak,,0,tools
398,21,020 txn llm,a rainbow wallet LLM that adds commentary in your transaction preview screen,agents,1,agents
399,3,003 dm frames,"farcaster frames have ignited our imagination.

now imagine what you could do with frames in direct messages.",messaging,1,messaging
400,20,019 block everywhere (b),what if you could block someone across every messaging app?,messaging,1,messaging
401,18,018 coin,load your crypto onto a physical coin that can tap to pay,payments,1,payments
402,19,019 block everywhere (a),what if you could block someone across every messaging app?,messaging,1,messaging
403,17,017 imessage auto-sell,auto-sell crypto when a designated contact asks about it,,0,tools
413,346,Mints in Common,Warpcast shows you mints in common (instead of followers in common).,social,1,social
414,345,Gated Figma Spotlight,Token-gate who can follow you around in Figma.,gating|social,2,social
415,344,Interoperable Metadata,"Another interesting aspect of onchain media is interoperable metadata.

Ex: a publication uses the chain to source authenticated images that have product links appended to them.",,0,tools
416,343,Checkout with Staking Rewards,Shopify option to checkout with staking rewards.,invest|payments|rewards,3,invest
417,342,Housing Marketplace,Decentralized housing marketplace that allows offers on unlisted homes.,trading,1,trading
418,340,Credit Card Payment,Option to pay off your credit card with crypto.,payments,1,payments
419,341,Cost Basis,Option to see prices based on your cost basis when you checkout with crypto.,payments,1,payments
420,339,Export Wallet,"A tokenbound account generated as an embedded wallet.

When the user is ready to take full custody, they can ""absorb"" the tokenbound account their non-custodial wallet.",,0,tools
421,338,P2P Market,"A peer-to-peer marketplace, facilitated and brokered by AI agents.",agents|trading,2,trading
422,337,Order Tracking,"If the supply chain were onchain, you could track all of your online orders in a single place.",,0,tools
423,336,Mint to Folder,,art,1,art
424,335,Ubiquitous Elections,"If public elections were onchain, they would not only be more secure and immutable, but ubiquitous.

Election ballots can be indexed and surfaced on any front-end, and submissions can be made anywhere on the internet.",,0,tools
425,334,Transfer Content,"Tokenized social media content that can be transferred and resold across accounts.

Would you claim this tweet as yours if you could?",,0,tools
426,333,Authenticate Transfer,a token standard for multiple factor authentication required for transfers,gating,1,gating
427,332,Title Transfer,Smart contracts will one day replace the DMV.,,0,tools
428,331,Membership Trial,"Wrapped reversible tokens for onchain membership trials.

Use the token for a fixed period. If you like the service after said time, you keep it. If you don't, automatically reverse the transaction and get your money back.",gating,1,gating
429,329,Pay with Bitcoin ETF,Historic day.,payments,1,payments
430,330,AI Utility Surfacing,AI that tells you the utility of your onchain media as while you're consuming it.,agents,1,agents
431,328,Social Recovery,"What if the SEC and other government accounts could make official announcements onchain? 

Publish once and every media or social app indexes the content.

Government accounts would even be more secure with multi-sigs and networked/social recovery.",privacy,1,privacy
432,327,Onchain Cap Table,"See: balaji's ""The Mirror Table"" (https://balajis.com/p/mirrortable)",,0,tools
433,326,Streaming Payments,Stream payments in real-time as you consume paid content.,payments,1,payments
434,325,Mint Multiplier,"Increase the number of mints for a single edition by clicking multiple times or by pressing and holding.

Inspired by the OG medium clap.",art|identity,2,art
436,324,Intent List,Quickly set purchase intents based on discount conditions using siri.,payments,1,payments
437,323,Subscription Renewal,"ok hear me out:

i'm not sure if this is net better. but if software subscriptions were onchain, you could set them to require approvals and it would be harder to forget about those annoying auto-renewals.",,0,tools
438,322,Season Tickets,"Aa single token for season tickets that can be rented during scheduled games.

Advantages of this design are interesting:

1.A single token to track and manage, instead of 41 individual game tokens
2. Simple smart contract listing logic (list every game 10% above floor)
3. Verified resale (obviously)

and more!",gating|trading,2,trading
439,321,Notes in the Margins,append notes and highlights metadata to a tokenized e-book.,,0,tools
440,320,Kindle NFT,Resell a kindle book when you're done.,,0,tools
441,319,Online Shopping,"If the supply chain was onchain, we'd be able to shop the entire internet and instant checkout like this.",payments,1,payments
442,318,Resolution Markets,Prediction markets for your friends' new years resolutions.,social|trading,2,trading
443,317,Etherscan Away Message,Set your status onchain and verify it on etherscan.,identity|messaging,2,identity
444,316,Tax Loss Harvesting,Blur suggests items to list to offset your capital gains at the end of the year.,,0,tools
445,315,Interoperable Fitness Data,Record your fitness data onchain and make intent-based transactions like ordering dessert once you reach your move goal.,,0,tools
446,314,Copy Trade,An interface notification that let's you quickly copy the trade of someone you follow.,social|trading,2,trading
447,313,MintBot,"A bot that mints and trades for you with a destination address so that there are no assets held by the bot at any time. Each interaction results in assets ending in your custody.

This would likely also require some form of account abstraction to pay for gas with a separate wallet.",payments,1,payments
448,312,Tokenized Christmas,A tokenized gift with the option to trade or redeem the physical.,trading,1,trading
449,311,Follower Suggestions,A blockchain aware twitter that give you follow suggestions based on things you own.,social,1,social
450,310,344,Add context for wallet watchers when interacting with the chain.,,0,tools
451,309,Secrets,Keep your secrets safe with safe{wallet}. Use a multi-sig to approve how confidential information gets shared outside of the group.,,0,tools
452,308,Invite to Earn,Invite your dinner guests via the Resy app and earn a percent of their future spend when they book and pay in the app.,payments,1,payments
453,307,Onchain RSVP,RSVP onchain and allow other apps to index them and do cool things like tell you which of your friends are attending the same event as you.,social,1,social
454,306,Crypto's Home Screen,What would you like to do?,,0,tools
456,305,Timed Revoke,Automatically revoke all permissions after a period of token inactivity.,gating|privacy,2,gating
457,304,Expiring Mints,"Collecting is preservation.

Mints should expire. Minting should be a way to keep an idea alive.",art,1,art
458,303,Remove Permissions,Automatically revoke permissions after the transaction is complete after allowing them for a trade or listing.,privacy|trading,2,trading
459,302,Points,A tab in your wallet for points,rewards,1,rewards
460,301,Lunch,Order lunch from your wallet.,,0,tools
461,300,Pay with Credit Card,Connect your credit card and use it as a payment option in your wallet for any onchain transaction.,payments,1,payments
462,299,Coinbase Bridge,Coinbase is in a unique position to vertically integrate their CEX into the bridging experience and make their L2 hard to compete with.,payments,1,payments
463,298,Long-Term Mode,"Make navigating volatility easier for high-conviction, long-term investments.",,0,tools
